Campaign_Name,Ad_Set_Name,Ad_Name,Date,Objective,Placement,Device,Age,Gender,Impressions,Reach,Frequency,Clicks,CTR,Link_Clicks,CPC,Spend,Conversions,Revenue,ROAS,AOV,Video_Views,Video_Avg_Watch_Time,Engagement,Post_Reactions,Post_Comments,Post_Shares
Back_To_School_2024,Lookalike_Set,Instagram_Explore_Ad,2024-09-06,Brand_Awareness,Instagram_Explore,Desktop,35-44,Female,1186909,888585,1.34,26159,2.2,20995,2.1,54923.91,2249,264650.68,4.82,117.67,0,0.0,5710,2967,731,350
Back_To_School_2024,Consideration_Set,Audience_Network_Ad,2024-09-06,Conversions,Audience_Network,Desktop,45-54,Female,1220481,916680,1.33,17912,1.47,14435,2.44,43738.83,1109,145219.17,3.32,130.95,0,0.0,7728,4364,903,470
Spring_Launch_2024,Conversion_Set,Facebook_Marketplace_Ad,2024-09-06,Traffic,Facebook_Marketplace,Desktop,45-54,Female,1875044,1299570,1.44,37873,2.02,31833,2.03,77026.61,3637,519800.31,6.75,142.92,0,0.0,6901,3139,577,425
Spring_Launch_2024,Consideration_Set,Instagram_Feed_Ad,2024-09-06,Brand_Awareness,Instagram_Feed,Mobile,35-44,Male,1911077,1450615,1.32,38374,2.01,33597,2.42,93029.72,3170,540233.16,5.81,170.42,0,0.0,12289,7361,1353,773
Spring_Launch_2024,Lookalike_Set,Instagram_Stories_Ad,2024-09-06,Brand_Awareness,Instagram_Stories,Mobile,25-34,Male,1841800,1480694,1.24,45879,2.49,42149,2.49,114291.23,3464,433750.42,3.8,125.22,1117657,20.9,7733,3832,803,410
Valentine_Day_2024,Lookalike_Set,Facebook_Feed_Ad,2024-09-06,Traffic,Facebook_Feed,Mobile,18-24,Male,1304551,1010014,1.29,30572,2.34,26411,2.49,76232.83,2098,268906.75,3.53,128.17,0,0.0,8191,4412,903,401
Valentine_Day_2024,Engagement_Set,Instagram_Reels_Ad,2024-09-06,Conversions,Instagram_Reels,Mobile,25-34,Female,1412996,1071550,1.32,21826,1.54,18384,2.16,47159.95,1786,272921.81,5.79,152.81,1086456,19.6,8691,4443,935,322
Valentine_Day_2024,Conversion_Set,Audience_Network_Ad,2024-09-06,Traffic,Audience_Network,Desktop,45-54,Female,748312,570176,1.31,14029,1.87,12637,2.24,31396.85,1379,237733.03,7.57,172.4,0,0.0,2950,1412,324,130
New_Year_2024,Engagement_Set,Instagram_Feed_Ad,2024-09-06,Traffic,Instagram_Feed,Mobile,25-34,Female,710996,566707,1.25,18318,2.58,16422,2.22,40681.26,1414,208281.59,5.12,147.3,0,0.0,3475,1739,285,215
New_Year_2024,Traffic_Set,Instagram_Explore_Ad,2024-09-06,Conversions,Instagram_Explore,Mobile,18-24,Male,1773478,1378252,1.29,45044,2.54,36636,1.83,82494.5,4308,749196.46,9.08,173.91,0,0.0,9284,3822,1084,345
New_Year_2024,Awareness_Set,Instagram_Reels_Ad,2024-09-06,Conversions,Instagram_Reels,Desktop,25-34,Female,1162390,833003,1.4,29036,2.5,24440,2.55,74060.61,2042,282749.67,3.82,138.47,890682,14.8,6085,2906,708,236
Holiday_Campaign_2024,Traffic_Set,Facebook_Marketplace_Ad,2024-09-07,Brand_Awareness,Facebook_Marketplace,Mobile,18-24,Male,543923,424172,1.28,10271,1.89,7959,2.38,24450.1,823,96007.81,3.93,116.66,0,0.0,2903,1695,222,153
Holiday_Campaign_2024,Awareness_Set,Instagram_Explore_Ad,2024-09-07,Brand_Awareness,Instagram_Explore,Mobile,25-34,Male,728439,499429,1.46,10395,1.43,8772,2.46,25532.66,662,108915.52,4.27,164.52,0,0.0,3984,1858,402,254
Holiday_Campaign_2024,Retargeting_Set,Facebook_Feed_Ad,2024-09-07,Brand_Awareness,Facebook_Feed,Mobile,45-54,Female,1566318,1174629,1.33,33666,2.15,26544,1.8,60541.55,1907,257124.98,4.25,134.83,0,0.0,5829,3268,756,214
Black_Friday_2024,Conversion_Set,Facebook_Feed_Ad,2024-09-07,Brand_Awareness,Facebook_Feed,Desktop,45-54,Female,899319,610511,1.47,14036,1.56,11508,2.11,29566.19,1419,197182.16,6.67,138.96,0,0.0,4486,2014,314,278
Black_Friday_2024,Retargeting_Set,Instagram_Explore_Ad,2024-09-07,Brand_Awareness,Instagram_Explore,Desktop,18-24,Female,424023,347545,1.22,6602,1.56,5729,2.64,17425.86,413,58063.13,3.33,140.59,0,0.0,2476,1006,275,92
Black_Friday_2024,Conversion_Set,Facebook_Marketplace_Ad,2024-09-07,Brand_Awareness,Facebook_Marketplace,Desktop,18-24,Female,1658002,1158962,1.43,41264,2.49,32832,1.8,74092.9,3474,472736.69,6.38,136.08,0,0.0,7820,3314,898,414
Cyber_Monday_2024,Traffic_Set,Audience_Network_Ad,2024-09-07,Brand_Awareness,Audience_Network,Mobile,45-54,Female,1778485,1246248,1.43,37564,2.11,33708,2.03,76439.34,2150,276128.69,3.61,128.43,0,0.0,9865,5897,698,435
Cyber_Monday_2024,Awareness_Set,Instagram_Reels_Ad,2024-09-07,Brand_Awareness,Instagram_Reels,Desktop,18-24,Female,502846,363282,1.38,9489,1.89,8744,1.83,17373.35,885,122962.78,7.08,138.94,367544,18.1,1819,1071,136,96
Cyber_Monday_2024,Conversion_Set,Facebook_Marketplace_Ad,2024-09-07,Conversions,Facebook_Marketplace,Mobile,18-24,Male,2237232,1536901,1.46,46191,2.06,41808,2.63,121388.37,4192,553945.11,4.56,132.14,0,0.0,12525,6777,1402,759
Summer_Sale_2024,Consideration_Set,Instagram_Reels_Ad,2024-09-07,Traffic,Instagram_Reels,Desktop,18-24,Female,865086,598001,1.45,18761,2.17,17394,2.17,40710.21,1915,326333.13,8.02,170.41,652929,22.4,5359,3022,598,191
Summer_Sale_2024,Traffic_Set,Audience_Network_Ad,2024-09-07,Conversions,Audience_Network,Desktop,25-34,Female,544870,378758,1.44,7782,1.43,6107,2.57,19994.89,683,91590.46,4.58,134.1,0,0.0,3203,1594,251,197
Summer_Sale_2024,Engagement_Set,Instagram_Feed_Ad,2024-09-07,Traffic,Instagram_Feed,Mobile,18-24,Female,582482,454236,1.28,10185,1.75,8657,2.48,25241.51,647,111724.34,4.43,172.68,0,0.0,2161,1095,270,136
Back_To_School_2024,Engagement_Set,Instagram_Stories_Ad,2024-09-07,Conversions,Instagram_Stories,Desktop,18-24,Female,1450435,1010369,1.44,32914,2.27,25414,2.19,71983.26,3101,460482.29,6.4,148.49,825128,17.9,9085,4755,1029,409
Back_To_School_2024,Engagement_Set,Instagram_Reels_Ad,2024-09-07,Conversions,Instagram_Reels,Desktop,25-34,Female,906824,646879,1.4,18497,2.04,15031,2.24,41376.48,1664,263902.01,6.38,158.59,510376,20.7,5003,2013,367,272
Back_To_School_2024,Awareness_Set,Instagram_Feed_Ad,2024-09-07,Traffic,Instagram_Feed,Desktop,35-44,Female,679066,473251,1.43,9868,1.45,7816,2.6,25682.58,897,131506.4,5.12,146.61,0,0.0,4294,2249,487,186
Spring_Launch_2024,Retargeting_Set,Instagram_Stories_Ad,2024-09-07,Traffic,Instagram_Stories,Desktop,25-34,Male,1382293,962796,1.44,26061,1.89,20083,1.95,50835.44,1553,215076.79,4.23,138.49,1021775,16.7,8286,4402,833,348
Spring_Launch_2024,Traffic_Set,Facebook_Feed_Ad,2024-09-07,Conversions,Facebook_Feed,Mobile,45-54,Male,1421134,970819,1.46,31644,2.23,27549,2.15,67975.0,2137,301275.04,4.43,140.98,0,0.0,8694,4932,1099,384
Spring_Launch_2024,Consideration_Set,Audience_Network_Ad,2024-09-07,Brand_Awareness,Audience_Network,Desktop,45-54,Male,1861732,1261898,1.48,47130,2.53,38693,2.12,99711.25,4692,687578.39,6.9,146.54,0,0.0,9678,4212,967,605
Valentine_Day_2024,Awareness_Set,Audience_Network_Ad,2024-09-07,Traffic,Audience_Network,Mobile,25-34,Male,1831538,1306376,1.4,26326,1.44,21644,2.26,59598.9,1528,231290.26,3.88,151.37,0,0.0,9286,5169,666,542
Valentine_Day_2024,Awareness_Set,Instagram_Explore_Ad,2024-09-07,Brand_Awareness,Instagram_Explore,Desktop,45-54,Female,1990366,1454120,1.37,50922,2.56,40341,2.24,113880.23,3636,533016.55,4.68,146.59,0,0.0,10263,4288,1125,554
Valentine_Day_2024,Awareness_Set,Facebook_Feed_Ad,2024-09-07,Conversions,Facebook_Feed,Desktop,18-24,Female,1734774,1194563,1.45,30474,1.76,26680,1.88,57300.97,2697,322085.31,5.62,119.42,0,0.0,7814,4448,909,424
New_Year_2024,Engagement_Set,Instagram_Feed_Ad,2024-09-07,Brand_Awareness,Instagram_Feed,Desktop,18-24,Male,834766,652278,1.28,16889,2.02,15732,2.37,40051.81,1433,200210.87,5.0,139.71,0,0.0,5181,2378,365,211
New_Year_2024,Engagement_Set,Instagram_Reels_Ad,2024-09-07,Conversions,Instagram_Reels,Desktop,45-54,Female,1197183,865382,1.38,28625,2.39,25068,1.91,54636.62,2686,390127.4,7.14,145.24,782126,16.5,7295,3382,551,321
New_Year_2024,Consideration_Set,Facebook_Marketplace_Ad,2024-09-07,Traffic,Facebook_Marketplace,Mobile,18-24,Male,769158,595049,1.29,12503,1.63,9802,2.34,29276.55,1106,151783.77,5.18,137.24,0,0.0,4636,2761,381,242
Holiday_Campaign_2024,Retargeting_Set,Instagram_Stories_Ad,2024-09-08,Traffic,Instagram_Stories,Desktop,35-44,Female,450143,351992,1.28,8539,1.9,6812,2.42,20681.08,810,99182.6,4.8,122.45,238872,16.2,2420,1352,248,126
Holiday_Campaign_2024,Consideration_Set,Instagram_Explore_Ad,2024-09-08,Conversions,Instagram_Explore,Desktop,18-24,Male,1164645,878522,1.33,24846,2.13,21187,2.53,62979.72,1672,219553.04,3.49,131.31,0,0.0,4523,2550,428,205
Holiday_Campaign_2024,Consideration_Set,Audience_Network_Ad,2024-09-08,Brand_Awareness,Audience_Network,Desktop,25-34,Female,674658,549185,1.23,17314,2.57,13664,2.54,44052.04,1242,144983.74,3.29,116.73,0,0.0,3153,1582,241,161
Black_Friday_2024,Awareness_Set,Facebook_Feed_Ad,2024-09-08,Brand_Awareness,Facebook_Feed,Desktop,18-24,Female,938373,686558,1.37,17108,1.82,14073,2.57,44007.3,998,141530.79,3.22,141.81,0,0.0,4029,2331,305,190
Black_Friday_2024,Consideration_Set,Facebook_Marketplace_Ad,2024-09-08,Brand_Awareness,Facebook_Marketplace,Desktop,25-34,Male,1786769,1444172,1.24,29635,1.66,25919,1.88,55662.75,3016,453590.92,8.15,150.39,0,0.0,9610,4677,870,397
Black_Friday_2024,Retargeting_Set,Audience_Network_Ad,2024-09-08,Brand_Awareness,Audience_Network,Desktop,25-34,Male,915342,748918,1.22,16766,1.83,15343,1.89,31703.22,1692,230667.32,7.28,136.33,0,0.0,4246,2091,480,240
Cyber_Monday_2024,Traffic_Set,Facebook_Marketplace_Ad,2024-09-08,Conversions,Facebook_Marketplace,Mobile,25-34,Male,1550051,1167921,1.33,22258,1.44,18178,2.06,45951.53,1843,273466.9,5.95,148.38,0,0.0,8726,4741,733,507
Cyber_Monday_2024,Traffic_Set,Instagram_Explore_Ad,2024-09-08,Conversions,Instagram_Explore,Mobile,45-54,Male,1200969,939667,1.28,18284,1.52,16255,2.22,40661.13,1407,219574.52,5.4,156.06,0,0.0,4334,1927,463,261
Cyber_Monday_2024,Consideration_Set,Audience_Network_Ad,2024-09-08,Brand_Awareness,Audience_Network,Desktop,35-44,Male,975502,696327,1.4,19729,2.02,17179,2.13,42016.67,1935,283205.53,6.74,146.36,0,0.0,3519,1564,341,196
Summer_Sale_2024,Traffic_Set,Facebook_Feed_Ad,2024-09-08,Traffic,Facebook_Feed,Desktop,45-54,Male,751929,617663,1.22,13401,1.78,11464,1.78,23809.43,1319,213351.43,8.96,161.75,0,0.0,3072,1802,273,171
Summer_Sale_2024,Engagement_Set,Instagram_Reels_Ad,2024-09-08,Conversions,Instagram_Reels,Desktop,45-54,Female,2110884,1659444,1.27,52795,2.5,48145,2.64,139128.45,3419,457038.87,3.29,133.68,1446839,20.5,10773,4468,1298,687
Summer_Sale_2024,Engagement_Set,Audience_Network_Ad,2024-09-08,Traffic,Audience_Network,Mobile,45-54,Female,1749694,1240046,1.41,24901,1.42,20053,2.38,59163.0,2484,301616.61,5.1,121.42,0,0.0,9028,4867,781,470
Back_To_School_2024,Lookalike_Set,Instagram_Stories_Ad,2024-09-08,Traffic,Instagram_Stories,Desktop,45-54,Male,1589304,1272488,1.25,30880,1.94,27549,2.03,62549.57,2045,259437.28,4.15,126.86,974731,13.0,6911,3665,752,257
Back_To_School_2024,Awareness_Set,Audience_Network_Ad,2024-09-08,Conversions,Audience_Network,Desktop,18-24,Male,1725171,1311878,1.32,30747,1.78,25706,2.39,73401.5,1735,229073.48,3.12,132.03,0,0.0,6774,2882,863,313
Back_To_School_2024,Traffic_Set,Facebook_Marketplace_Ad,2024-09-08,Brand_Awareness,Facebook_Marketplace,Mobile,35-44,Female,1346272,1056922,1.27,19614,1.46,15808,2.49,48883.78,1909,262737.87,5.37,137.63,0,0.0,6225,3432,545,239
Spring_Launch_2024,Conversion_Set,Instagram_Reels_Ad,2024-09-08,Brand_Awareness,Instagram_Reels,Desktop,35-44,Female,1343791,985135,1.36,19654,1.46,16634,2.41,47389.85,1585,190469.34,4.02,120.17,852553,20.3,4937,2033,455,201
Spring_Launch_2024,Retargeting_Set,Instagram_Explore_Ad,2024-09-08,Traffic,Instagram_Explore,Mobile,45-54,Female,871026,663897,1.31,15197,1.74,13446,2.09,31760.78,947,122882.22,3.87,129.76,0,0.0,4728,1940,408,195
Spring_Launch_2024,Retargeting_Set,Instagram_Feed_Ad,2024-09-08,Brand_Awareness,Instagram_Feed,Desktop,18-24,Female,1493116,1160769,1.29,35700,2.39,31655,2.33,83118.19,3569,426091.34,5.13,119.39,0,0.0,5976,2885,551,284
Valentine_Day_2024,Lookalike_Set,Instagram_Feed_Ad,2024-09-08,Traffic,Instagram_Feed,Mobile,35-44,Female,825594,575790,1.43,16602,2.01,15319,2.1,34946.1,964,151307.23,4.33,156.96,0,0.0,3610,1620,322,204
Valentine_Day_2024,Consideration_Set,Audience_Network_Ad,2024-09-08,Traffic,Audience_Network,Desktop,35-44,Male,1432578,1093355,1.31,25599,1.79,20934,1.87,47854.55,2580,394771.18,8.25,153.01,0,0.0,5129,2731,496,329
Valentine_Day_2024,Engagement_Set,Facebook_Marketplace_Ad,2024-09-08,Brand_Awareness,Facebook_Marketplace,Desktop,35-44,Female,2089304,1463969,1.43,47304,2.26,40092,1.92,91041.27,4235,625714.81,6.87,147.75,0,0.0,7502,3970,810,294
New_Year_2024,Traffic_Set,Instagram_Explore_Ad,2024-09-08,Traffic,Instagram_Explore,Mobile,35-44,Male,1765094,1346563,1.31,27650,1.57,25160,1.78,49332.79,1684,206684.4,4.19,122.73,0,0.0,8974,4702,845,391
New_Year_2024,Conversion_Set,Audience_Network_Ad,2024-09-08,Traffic,Audience_Network,Desktop,25-34,Female,2039234,1397370,1.46,35408,1.74,27322,1.77,62750.88,2583,328815.31,5.24,127.3,0,0.0,8779,4953,700,512
New_Year_2024,Consideration_Set,Instagram_Stories_Ad,2024-09-08,Traffic,Instagram_Stories,Mobile,35-44,Male,1029286,745168,1.38,21160,2.06,17786,1.87,39632.42,2106,313873.7,7.92,149.04,770793,21.5,3848,1698,302,230
Holiday_Campaign_2024,Consideration_Set,Audience_Network_Ad,2024-09-09,Brand_Awareness,Audience_Network,Desktop,35-44,Male,1608650,1213236,1.33,24532,1.53,19332,2.48,60739.34,2467,314714.18,5.18,127.57,0,0.0,5684,2649,408,340
Holiday_Campaign_2024,Engagement_Set,Instagram_Explore_Ad,2024-09-09,Brand_Awareness,Instagram_Explore,Desktop,45-54,Female,802787,619172,1.3,15203,1.89,12523,1.96,29730.02,1413,220910.91,7.43,156.34,0,0.0,3678,1707,257,135
Holiday_Campaign_2024,Lookalike_Set,Instagram_Feed_Ad,2024-09-09,Traffic,Instagram_Feed,Mobile,35-44,Male,1385085,1041848,1.33,26618,1.92,24107,2.2,58650.91,1981,248324.03,4.23,125.35,0,0.0,8257,4254,623,449
Black_Friday_2024,Consideration_Set,Instagram_Reels_Ad,2024-09-09,Traffic,Instagram_Reels,Desktop,45-54,Female,1580388,1259107,1.26,39552,2.5,34294,2.4,95075.86,2322,344804.96,3.63,148.49,1132171,18.0,8345,4838,683,316
Black_Friday_2024,Traffic_Set,Facebook_Feed_Ad,2024-09-09,Conversions,Facebook_Feed,Desktop,45-54,Male,1178145,940663,1.25,28518,2.42,24927,2.49,71101.87,2556,309449.45,4.35,121.07,0,0.0,6816,2970,573,319
Black_Friday_2024,Retargeting_Set,Instagram_Explore_Ad,2024-09-09,Brand_Awareness,Instagram_Explore,Desktop,18-24,Female,1259181,910699,1.38,20186,1.6,16450,1.78,35876.64,1588,254998.3,7.11,160.58,0,0.0,7664,4323,727,436
Cyber_Monday_2024,Consideration_Set,Instagram_Feed_Ad,2024-09-09,Conversions,Instagram_Feed,Mobile,35-44,Male,511470,349505,1.46,11309,2.21,9898,2.47,27881.59,967,120971.42,4.34,125.1,0,0.0,3099,1628,367,180
Cyber_Monday_2024,Conversion_Set,Facebook_Feed_Ad,2024-09-09,Traffic,Facebook_Feed,Mobile,35-44,Male,616067,422734,1.46,9929,1.61,7752,1.97,19601.86,775,130661.14,6.67,168.6,0,0.0,3767,2048,269,170
Cyber_Monday_2024,Engagement_Set,Instagram_Stories_Ad,2024-09-09,Traffic,Instagram_Stories,Desktop,25-34,Male,2090950,1451860,1.44,49373,2.36,45446,2.07,102281.69,4437,552831.74,5.4,124.6,1462854,12.8,8264,4478,931,448
Summer_Sale_2024,Conversion_Set,Facebook_Feed_Ad,2024-09-09,Conversions,Facebook_Feed,Desktop,35-44,Female,991096,769324,1.29,23078,2.33,21446,2.54,58664.37,2172,339474.77,5.79,156.3,0,0.0,5175,2194,413,308
Summer_Sale_2024,Consideration_Set,Audience_Network_Ad,2024-09-09,Conversions,Audience_Network,Desktop,35-44,Male,967036,741879,1.3,18630,1.93,14334,2.05,38152.67,1419,204587.65,5.36,144.18,0,0.0,6080,2564,614,279
Summer_Sale_2024,Lookalike_Set,Instagram_Explore_Ad,2024-09-09,Conversions,Instagram_Explore,Desktop,25-34,Male,1687166,1356953,1.24,32503,1.93,30388,2.21,71908.85,2080,308340.72,4.29,148.24,0,0.0,7050,3717,890,413
Back_To_School_2024,Consideration_Set,Facebook_Marketplace_Ad,2024-09-09,Conversions,Facebook_Marketplace,Mobile,35-44,Female,657623,473178,1.39,9753,1.48,7935,1.84,17960.25,779,122368.54,6.81,157.08,0,0.0,3783,1558,341,165
Back_To_School_2024,Consideration_Set,Audience_Network_Ad,2024-09-09,Traffic,Audience_Network,Desktop,25-34,Male,1116154,814090,1.37,19635,1.76,17138,2.54,49820.01,1528,243420.45,4.89,159.31,0,0.0,4395,2544,347,179
Back_To_School_2024,Consideration_Set,Facebook_Feed_Ad,2024-09-09,Conversions,Facebook_Feed,Mobile,25-34,Female,553969,399662,1.39,11427,2.06,10660,2.46,28089.44,848,126690.41,4.51,149.4,0,0.0,2974,1678,339,154
Spring_Launch_2024,Retargeting_Set,Instagram_Stories_Ad,2024-09-09,Conversions,Instagram_Stories,Desktop,45-54,Male,1087099,855424,1.27,16956,1.56,13549,2.37,40117.12,1641,229308.77,5.72,139.74,842253,14.9,5163,2456,649,224
Spring_Launch_2024,Traffic_Set,Instagram_Explore_Ad,2024-09-09,Conversions,Instagram_Explore,Mobile,45-54,Female,1403019,986441,1.42,28418,2.03,25881,2.03,57619.05,2697,455404.83,7.9,168.86,0,0.0,5217,2876,445,210
Spring_Launch_2024,Engagement_Set,Instagram_Feed_Ad,2024-09-09,Brand_Awareness,Instagram_Feed,Desktop,45-54,Male,1734321,1354227,1.28,32496,1.87,25075,2.56,83178.71,2959,389868.0,4.69,131.76,0,0.0,8655,3510,782,438
Valentine_Day_2024,Retargeting_Set,Instagram_Stories_Ad,2024-09-09,Traffic,Instagram_Stories,Desktop,35-44,Male,1562528,1103500,1.42,36439,2.33,29727,2.27,82744.25,2515,353759.24,4.28,140.66,896818,19.4,7463,3009,535,366
Valentine_Day_2024,Lookalike_Set,Instagram_Explore_Ad,2024-09-09,Conversions,Instagram_Explore,Desktop,45-54,Male,1038463,792094,1.31,19625,1.89,17196,2.6,50987.86,1597,258183.73,5.06,161.67,0,0.0,5980,3494,495,357
Valentine_Day_2024,Engagement_Set,Instagram_Reels_Ad,2024-09-09,Conversions,Instagram_Reels,Mobile,45-54,Male,1675067,1229355,1.36,29758,1.78,27581,2.31,68809.93,2210,357856.48,5.2,161.93,1003638,14.5,8596,4411,1027,418
New_Year_2024,Retargeting_Set,Instagram_Stories_Ad,2024-09-09,Brand_Awareness,Instagram_Stories,Desktop,25-34,Female,1169995,844383,1.39,24458,2.09,19577,2.1,51342.05,2376,305380.9,5.95,128.53,854871,15.7,4216,1779,483,180
New_Year_2024,Lookalike_Set,Instagram_Feed_Ad,2024-09-09,Traffic,Instagram_Feed,Desktop,18-24,Male,2025103,1579336,1.28,36738,1.81,31070,2.12,77712.44,3727,501494.07,6.45,134.56,0,0.0,8201,3880,903,458
New_Year_2024,Awareness_Set,Instagram_Explore_Ad,2024-09-09,Brand_Awareness,Instagram_Explore,Desktop,18-24,Female,2131095,1720354,1.24,37208,1.75,31343,2.42,89953.94,3720,504266.72,5.61,135.56,0,0.0,10300,5972,942,508
Holiday_Campaign_2024,Retargeting_Set,Instagram_Feed_Ad,2024-09-10,Brand_Awareness,Instagram_Feed,Desktop,45-54,Female,854498,679613,1.26,14459,1.69,11859,2.07,29938.86,1443,250992.76,8.38,173.94,0,0.0,4974,2471,351,278
Holiday_Campaign_2024,Conversion_Set,Instagram_Reels_Ad,2024-09-10,Brand_Awareness,Instagram_Reels,Desktop,25-34,Female,1184576,912061,1.3,25208,2.13,21344,2.59,65315.46,1439,226360.0,3.47,157.3,742206,20.3,6545,2631,570,266
Holiday_Campaign_2024,Retargeting_Set,Facebook_Feed_Ad,2024-09-10,Traffic,Facebook_Feed,Mobile,25-34,Male,1382628,1084355,1.28,23331,1.69,19731,1.98,46133.56,1956,308643.65,6.69,157.79,0,0.0,6212,3233,742,234
Black_Friday_2024,Traffic_Set,Facebook_Marketplace_Ad,2024-09-10,Conversions,Facebook_Marketplace,Mobile,18-24,Female,1424405,1030516,1.38,22038,1.55,18903,1.96,43174.88,2102,249061.7,5.77,118.49,0,0.0,5406,2725,569,307
Black_Friday_2024,Traffic_Set,Audience_Network_Ad,2024-09-10,Traffic,Audience_Network,Mobile,18-24,Male,593523,475568,1.25,15097,2.54,12829,2.43,36674.65,1225,147035.63,4.01,120.03,0,0.0,2657,1109,343,111
Black_Friday_2024,Engagement_Set,Instagram_Explore_Ad,2024-09-10,Brand_Awareness,Instagram_Explore,Mobile,35-44,Male,1732126,1243063,1.39,37827,2.18,30290,2.45,92715.4,2319,389403.52,4.2,167.92,0,0.0,10429,5587,772,430
Cyber_Monday_2024,Consideration_Set,Instagram_Reels_Ad,2024-09-10,Brand_Awareness,Instagram_Reels,Desktop,35-44,Male,1191830,826291,1.44,18915,1.59,16219,2.0,37854.14,1260,188240.45,4.97,149.4,735204,14.1,6083,2904,693,231
Cyber_Monday_2024,Conversion_Set,Instagram_Stories_Ad,2024-09-10,Traffic,Instagram_Stories,Mobile,18-24,Male,743693,550685,1.35,14035,1.89,11291,1.79,25077.39,1357,183102.43,7.3,134.93,518416,22.8,3863,1852,332,243
Cyber_Monday_2024,Awareness_Set,Instagram_Feed_Ad,2024-09-10,Conversions,Instagram_Feed,Mobile,35-44,Female,1539243,1192593,1.29,29420,1.91,26732,2.39,70255.89,2047,308637.58,4.39,150.78,0,0.0,7373,2958,873,285
Summer_Sale_2024,Lookalike_Set,Instagram_Stories_Ad,2024-09-10,Conversions,Instagram_Stories,Mobile,18-24,Male,1070582,776636,1.38,19382,1.81,16400,2.64,51117.71,1465,185432.51,3.63,126.58,727500,15.2,4086,1675,291,195
Summer_Sale_2024,Lookalike_Set,Facebook_Feed_Ad,2024-09-10,Conversions,Facebook_Feed,Mobile,45-54,Female,836750,588094,1.42,19586,2.34,15413,2.57,50247.47,1649,193925.29,3.86,117.6,0,0.0,5345,2467,518,232
Summer_Sale_2024,Lookalike_Set,Audience_Network_Ad,2024-09-10,Conversions,Audience_Network,Mobile,25-34,Male,1344651,1005599,1.34,20961,1.56,16406,2.4,50271.4,1412,175076.73,3.48,123.99,0,0.0,6720,3766,582,290
Back_To_School_2024,Traffic_Set,Audience_Network_Ad,2024-09-10,Conversions,Audience_Network,Mobile,18-24,Female,939867,655251,1.43,20113,2.14,18651,2.5,50289.47,1186,159582.03,3.17,134.55,0,0.0,3690,2176,476,155
Back_To_School_2024,Awareness_Set,Instagram_Feed_Ad,2024-09-10,Traffic,Instagram_Feed,Desktop,25-34,Male,1109922,889319,1.25,18651,1.68,14863,1.77,33009.77,1413,237620.5,7.2,168.17,0,0.0,6891,2932,566,325
Back_To_School_2024,Traffic_Set,Facebook_Marketplace_Ad,2024-09-10,Brand_Awareness,Facebook_Marketplace,Desktop,35-44,Female,1186433,909730,1.3,23925,2.02,20710,1.84,44133.39,1888,327642.9,7.42,173.54,0,0.0,4467,2250,391,228
Spring_Launch_2024,Engagement_Set,Instagram_Stories_Ad,2024-09-10,Brand_Awareness,Instagram_Stories,Mobile,25-34,Male,669039,509554,1.31,16208,2.42,13473,2.21,35890.86,916,148203.24,4.13,161.79,393038,21.4,2874,1155,227,185
Spring_Launch_2024,Consideration_Set,Instagram_Explore_Ad,2024-09-10,Brand_Awareness,Instagram_Explore,Mobile,35-44,Female,1435186,992177,1.45,22137,1.54,18102,1.79,39694.47,1783,228931.8,5.77,128.4,0,0.0,7259,3107,695,384
Spring_Launch_2024,Engagement_Set,Facebook_Feed_Ad,2024-09-10,Traffic,Facebook_Feed,Desktop,45-54,Female,1369421,1006267,1.36,24143,1.76,19455,2.29,55335.53,2034,310348.92,5.61,152.58,0,0.0,5445,2489,449,278
Valentine_Day_2024,Engagement_Set,Instagram_Feed_Ad,2024-09-10,Traffic,Instagram_Feed,Desktop,35-44,Female,830148,601478,1.38,19452,2.34,15191,2.62,50923.57,1198,192684.05,3.78,160.84,0,0.0,3822,2190,284,176
Valentine_Day_2024,Traffic_Set,Facebook_Marketplace_Ad,2024-09-10,Conversions,Facebook_Marketplace,Desktop,25-34,Male,841679,693521,1.21,21737,2.58,17330,2.31,50307.1,1776,221917.7,4.41,124.95,0,0.0,3369,2014,327,130
Valentine_Day_2024,Lookalike_Set,Instagram_Explore_Ad,2024-09-10,Brand_Awareness,Instagram_Explore,Desktop,35-44,Male,1465042,1047874,1.4,29492,2.01,24243,2.16,63714.82,1887,254651.15,4.0,134.95,0,0.0,5436,3141,445,313
New_Year_2024,Conversion_Set,Instagram_Reels_Ad,2024-09-10,Conversions,Instagram_Reels,Mobile,35-44,Female,833959,622266,1.34,14590,1.75,12888,2.5,36521.7,1017,132259.45,3.62,130.05,581414,14.7,4519,1892,484,227
New_Year_2024,Consideration_Set,Audience_Network_Ad,2024-09-10,Traffic,Audience_Network,Desktop,25-34,Female,1335550,1031532,1.29,25854,1.94,20732,2.07,53543.07,2058,249656.28,4.66,121.31,0,0.0,8511,4537,648,507
New_Year_2024,Consideration_Set,Instagram_Feed_Ad,2024-09-10,Conversions,Instagram_Feed,Desktop,45-54,Male,713446,545443,1.31,12360,1.73,10996,2.4,29617.62,1019,132443.18,4.47,129.97,0,0.0,3040,1448,239,137
