Campaign_Name,Placement_Name,Creative_Name,Site_Name,Date,Ad_Type,Environment,Device,Impressions,Clicks,CTR,Total_Conversions,Post_Click_Conversions,Post_View_Conversions,Click_Through_Conversions,View_Through_Conversions,Media_Cost,Revenue,ROAS,CPM,CPC,CPA,Viewable_Impressions,Measurable_Impressions,Viewability_Rate,Active_View_Viewable_Impressions,Active_View_Measurable_Impressions,Active_View_Eligible_Impressions,Active_View_Avg_Time_Seconds
Spring_Launch_2024,Native_Placement,Native_Creative,Deals.com,2024-09-07,Native,Desktop,Desktop,1499923,41560,2.77,3090,2626,464,2626,464,71026.22,538051.87,7.58,47.35,1.71,22.99,1349930,1499923,90.0,1349930,1499923,1499923,11.2
Spring_Launch_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-09-07,Display,Desktop,Desktop,1972648,42615,2.16,3658,3109,549,3109,549,104125.9,596166.11,5.73,52.78,2.44,28.47,1775383,1972648,90.0,1775383,1972648,1972648,16.2
Spring_Launch_2024,Native_Placement,Native_Creative,Deals.com,2024-09-07,Native,Mobile,Mobile,2209251,52800,2.39,2854,2425,429,2425,429,98153.49,504652.01,5.14,44.43,1.86,34.39,1988325,2209251,90.0,1988325,2209251,2209251,9.1
Valentine_Day_2024,Native_Placement,Native_Creative,TechReview.com,2024-09-07,Native,Mobile,Mobile,1925977,37058,1.92,2905,2469,436,2469,436,62754.96,491235.7,7.83,32.58,1.69,21.6,1733379,1925977,90.0,1733379,1925977,1925977,13.4
Valentine_Day_2024,Native_Placement,Native_Creative,Deals.com,2024-09-07,Native,Desktop,Desktop,2818743,45925,1.63,3673,3122,551,3122,551,100525.31,625541.87,6.22,35.66,2.19,27.37,2536868,2818743,90.0,2536868,2818743,2818743,13.9
Valentine_Day_2024,Video_Placement,Video_Creative,Deals.com,2024-09-07,Video,Mobile,Mobile,951655,23179,2.44,1385,1177,208,1177,208,46586.61,204905.07,4.4,48.95,2.01,33.64,856489,951655,90.0,856489,951655,951655,14.9
New_Year_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-09-07,Native,Desktop,Desktop,1579882,44580,2.82,4230,3595,635,3595,635,112287.72,633081.15,5.64,71.07,2.52,26.55,1421893,1579882,90.0,1421893,1579882,1579882,13.3
New_Year_2024,Native_Placement,Native_Creative,TechReview.com,2024-09-07,Native,Desktop,Desktop,1660994,37258,2.24,2473,2102,371,2102,371,64097.84,446612.09,6.97,38.59,1.72,25.92,1494894,1660994,90.0,1494894,1660994,1660994,16.0
New_Year_2024,Video_Placement,Video_Creative,Deals.com,2024-09-07,Video,Mobile,Mobile,1293391,25545,1.98,2419,2056,363,2056,363,50740.54,462370.05,9.11,39.23,1.99,20.98,1164051,1293391,90.0,1164051,1293391,1293391,15.2
Holiday_Campaign_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-09-08,Display,Mobile,Mobile,2900281,70577,2.43,5929,5039,890,5039,890,156576.28,905347.91,5.78,53.99,2.22,26.41,2610252,2900281,90.0,2610252,2900281,2900281,13.9
Holiday_Campaign_2024,Native_Placement,Native_Creative,TechReview.com,2024-09-08,Native,Mobile,Mobile,1400026,34682,2.48,2686,2283,403,2283,403,65833.33,498231.46,7.57,47.02,1.9,24.51,1260023,1400026,90.0,1260023,1400026,1400026,11.8
Holiday_Campaign_2024,Native_Placement,Native_Creative,Deals.com,2024-09-08,Native,Desktop,Desktop,2696607,42512,1.58,2999,2549,450,2549,450,77396.7,475591.34,6.14,28.7,1.82,25.81,2426946,2696607,90.0,2426946,2696607,2696607,10.6
Black_Friday_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-08,Video,Desktop,Desktop,920021,19760,2.15,1502,1276,226,1276,226,42675.53,252445.96,5.92,46.39,2.16,28.41,828018,920021,90.0,828018,920021,920021,15.3
Black_Friday_2024,Video_Placement,Video_Creative,Deals.com,2024-09-08,Video,Desktop,Desktop,1946805,45754,2.35,4185,3557,628,3557,628,78444.03,710661.78,9.06,40.29,1.71,18.74,1752124,1946805,90.0,1752124,1946805,1946805,13.2
Black_Friday_2024,Video_Placement,Video_Creative,Deals.com,2024-09-08,Video,Mobile,Mobile,2206217,41329,1.87,3630,3085,545,3085,545,89130.71,582995.11,6.54,40.4,2.16,24.55,1985595,2206217,90.0,1985595,2206217,2206217,14.5
Cyber_Monday_2024,Native_Placement,Native_Creative,Shopping.com,2024-09-08,Native,Mobile,Mobile,3157677,63025,2.0,4694,3989,705,3989,705,141062.3,760454.8,5.39,44.67,2.24,30.05,2841909,3157677,90.0,2841909,3157677,3157677,13.5
Cyber_Monday_2024,Video_Placement,Video_Creative,TechReview.com,2024-09-08,Video,Desktop,Desktop,1908516,36747,1.93,2442,2075,367,2075,367,90628.61,456696.2,5.04,47.49,2.47,37.11,1717664,1908516,90.0,1717664,1908516,1908516,13.0
Cyber_Monday_2024,Video_Placement,Video_Creative,TechReview.com,2024-09-08,Video,Desktop,Desktop,2938510,47430,1.61,3876,3294,582,3294,582,92755.09,681118.89,7.34,31.57,1.96,23.93,2644659,2938510,90.0,2644659,2938510,2938510,15.1
Summer_Sale_2024,Native_Placement,Native_Creative,Deals.com,2024-09-08,Native,Desktop,Desktop,1820761,42629,2.34,3320,2822,498,2822,498,79020.69,589194.03,7.46,43.4,1.85,23.8,1638684,1820761,90.0,1638684,1820761,1820761,12.9
Summer_Sale_2024,Display_Placement,Display_Creative,TechReview.com,2024-09-08,Display,Desktop,Desktop,2442715,41184,1.69,2984,2536,448,2536,448,103712.17,536085.52,5.17,42.46,2.52,34.76,2198443,2442715,90.0,2198443,2442715,2442715,13.9
Summer_Sale_2024,Display_Placement,Display_Creative,TechReview.com,2024-09-08,Display,Desktop,Desktop,1588444,26430,1.66,2516,2138,378,2138,378,46743.99,490942.1,10.5,29.43,1.77,18.58,1429599,1588444,90.0,1429599,1588444,1588444,9.7
Back_To_School_2024,Display_Placement,Display_Creative,Deals.com,2024-09-08,Display,Mobile,Mobile,2314397,45062,1.95,3404,2893,511,2893,511,105622.51,660448.93,6.25,45.64,2.34,31.03,2082957,2314397,90.0,2082957,2314397,2314397,11.4
Back_To_School_2024,Native_Placement,Native_Creative,Deals.com,2024-09-08,Native,Mobile,Mobile,1350194,31783,2.35,2685,2282,403,2282,403,64006.29,413106.79,6.45,47.41,2.01,23.84,1215174,1350194,90.0,1215174,1350194,1350194,11.0
Back_To_School_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-09-08,Native,Mobile,Mobile,2656309,58234,2.19,5005,4254,751,4254,751,108505.26,938143.54,8.65,40.85,1.86,21.68,2390678,2656309,90.0,2390678,2656309,2656309,9.9
Spring_Launch_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-08,Video,Mobile,Mobile,2101533,48763,2.32,4176,3549,627,3549,627,92824.88,805358.75,8.68,44.17,1.9,22.23,1891379,2101533,90.0,1891379,2101533,2101533,14.0
Spring_Launch_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-09-08,Native,Desktop,Desktop,1894580,47326,2.5,3967,3371,596,3371,596,109429.76,758529.74,6.93,57.76,2.31,27.59,1705122,1894580,90.0,1705122,1894580,1894580,14.1
Spring_Launch_2024,Video_Placement,Video_Creative,Deals.com,2024-09-08,Video,Mobile,Mobile,2443063,63116,2.58,5289,4495,794,4495,794,136480.63,859703.03,6.3,55.86,2.16,25.8,2198756,2443063,90.0,2198756,2443063,2443063,15.7
Valentine_Day_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-08,Display,Mobile,Mobile,1575682,37329,2.37,2657,2258,399,2258,399,87196.25,430149.74,4.93,55.34,2.34,32.82,1418113,1575682,90.0,1418113,1575682,1575682,14.8
Valentine_Day_2024,Native_Placement,Native_Creative,Deals.com,2024-09-08,Native,Mobile,Mobile,2097467,51929,2.48,3840,3264,576,3264,576,117720.6,658948.52,5.6,56.13,2.27,30.66,1887720,2097467,90.0,1887720,2097467,2097467,9.8
Valentine_Day_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-09-08,Video,Mobile,Mobile,1289308,36271,2.81,3136,2665,471,2665,471,70081.34,604149.84,8.62,54.36,1.93,22.35,1160377,1289308,90.0,1160377,1289308,1289308,14.6
New_Year_2024,Display_Placement,Display_Creative,TechReview.com,2024-09-08,Display,Mobile,Mobile,2144320,50106,2.34,3592,3053,539,3053,539,88247.69,666702.14,7.55,41.15,1.76,24.57,1929888,2144320,90.0,1929888,2144320,2144320,10.2
New_Year_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-08,Display,Mobile,Mobile,1633875,40315,2.47,3807,3235,572,3235,572,69853.39,626460.55,8.97,42.75,1.73,18.35,1470487,1633875,90.0,1470487,1633875,1633875,13.4
New_Year_2024,Native_Placement,Native_Creative,TechReview.com,2024-09-08,Native,Mobile,Mobile,2636013,72638,2.76,3815,3242,573,3242,573,160335.4,552617.18,3.45,60.82,2.21,42.03,2372411,2636013,90.0,2372411,2636013,2636013,14.7
Holiday_Campaign_2024,Native_Placement,Native_Creative,Deals.com,2024-09-09,Native,Mobile,Mobile,1244524,33862,2.72,2014,1711,303,1711,303,78628.79,320738.56,4.08,63.18,2.32,39.04,1120071,1244524,90.0,1120071,1244524,1244524,12.9
Holiday_Campaign_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-09-09,Native,Mobile,Mobile,1682501,30502,1.81,2011,1709,302,1709,302,53997.89,291131.95,5.39,32.09,1.77,26.85,1514250,1682501,90.0,1514250,1682501,1682501,10.5
Holiday_Campaign_2024,Native_Placement,Native_Creative,Shopping.com,2024-09-09,Native,Desktop,Desktop,2503885,62145,2.48,5481,4658,823,4658,823,108045.51,868152.35,8.04,43.15,1.74,19.71,2253496,2503885,90.0,2253496,2503885,2503885,14.5
Black_Friday_2024,Native_Placement,Native_Creative,TechReview.com,2024-09-09,Native,Mobile,Mobile,2406309,42844,1.78,3005,2554,451,2554,451,81696.17,441985.4,5.41,33.95,1.91,27.19,2165678,2406309,90.0,2165678,2406309,2406309,14.5
Black_Friday_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-09-09,Video,Mobile,Mobile,1468157,40925,2.79,3784,3216,568,3216,568,93377.47,609823.21,6.53,63.6,2.28,24.68,1321341,1468157,90.0,1321341,1468157,1468157,10.8
Black_Friday_2024,Native_Placement,Native_Creative,Deals.com,2024-09-09,Native,Desktop,Desktop,2617143,52554,2.01,4890,4156,734,4156,734,93742.46,887279.97,9.47,35.82,1.78,19.17,2355428,2617143,90.0,2355428,2617143,2617143,13.3
Cyber_Monday_2024,Native_Placement,Native_Creative,Shopping.com,2024-09-09,Native,Mobile,Mobile,2237383,50477,2.26,4080,3468,612,3468,612,125622.22,608695.36,4.85,56.15,2.49,30.79,2013644,2237383,90.0,2013644,2237383,2237383,9.5
Cyber_Monday_2024,Video_Placement,Video_Creative,Deals.com,2024-09-09,Video,Desktop,Desktop,1462756,31654,2.16,1946,1654,292,1654,292,55376.8,283397.9,5.12,37.86,1.75,28.46,1316480,1462756,90.0,1316480,1462756,1462756,14.5
Cyber_Monday_2024,Video_Placement,Video_Creative,Shopping.com,2024-09-09,Video,Mobile,Mobile,2626966,69701,2.65,4791,4072,719,4072,719,158283.63,811665.09,5.13,60.25,2.27,33.04,2364269,2626966,90.0,2364269,2626966,2626966,13.3
Summer_Sale_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-09-09,Display,Mobile,Mobile,2427887,39990,1.65,3804,3233,571,3233,571,95268.8,610186.25,6.4,39.24,2.38,25.04,2185098,2427887,90.0,2185098,2427887,2427887,15.9
Summer_Sale_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-09,Video,Desktop,Desktop,2008962,42685,2.12,3691,3137,554,3137,554,82790.27,594435.21,7.18,41.21,1.94,22.43,1808065,2008962,90.0,1808065,2008962,2008962,11.8
Summer_Sale_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-09-09,Video,Mobile,Mobile,1469830,25033,1.7,1333,1133,200,1133,200,61383.22,216629.32,3.53,41.76,2.45,46.05,1322847,1469830,90.0,1322847,1469830,1469830,9.5
Back_To_School_2024,Display_Placement,Display_Creative,Deals.com,2024-09-09,Display,Desktop,Desktop,2005977,38704,1.93,2348,1995,353,1995,353,96318.51,449519.17,4.67,48.02,2.49,41.02,1805379,2005977,90.0,1805379,2005977,2005977,9.5
Back_To_School_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-09-09,Display,Desktop,Desktop,3410393,92624,2.72,7506,6380,1126,6380,1126,196824.14,1167853.77,5.93,57.71,2.12,26.22,3069353,3410393,90.0,3069353,3410393,3410393,9.7
Back_To_School_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-09-09,Video,Desktop,Desktop,2931439,76949,2.62,6424,5460,964,5460,964,140960.75,1023285.07,7.26,48.09,1.83,21.94,2638295,2931439,90.0,2638295,2931439,2931439,12.8
Spring_Launch_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-09-09,Display,Mobile,Mobile,2372660,38801,1.64,3109,2642,467,2642,467,89184.42,478006.42,5.36,37.59,2.3,28.69,2135394,2372660,90.0,2135394,2372660,2372660,10.6
Spring_Launch_2024,Native_Placement,Native_Creative,Shopping.com,2024-09-09,Native,Desktop,Desktop,1164856,32389,2.78,2293,1949,344,1949,344,68848.65,416041.99,6.04,59.1,2.13,30.03,1048370,1164856,90.0,1048370,1164856,1164856,11.5
Spring_Launch_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-09,Display,Desktop,Desktop,1602687,38523,2.4,3179,2702,477,2702,477,73149.79,465077.13,6.36,45.64,1.9,23.01,1442418,1602687,90.0,1442418,1602687,1602687,13.7
Valentine_Day_2024,Native_Placement,Native_Creative,Deals.com,2024-09-09,Native,Desktop,Desktop,1840484,28976,1.57,2425,2061,364,2061,364,71533.05,372523.77,5.21,38.87,2.47,29.5,1656435,1840484,90.0,1656435,1840484,1840484,12.7
Valentine_Day_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-09-09,Display,Mobile,Mobile,2012754,37109,1.84,3203,2722,481,2722,481,89402.79,595892.84,6.67,44.42,2.41,27.91,1811478,2012754,90.0,1811478,2012754,2012754,10.7
Valentine_Day_2024,Native_Placement,Native_Creative,Deals.com,2024-09-09,Native,Desktop,Desktop,2590457,54026,2.09,3484,2961,523,2961,523,98386.53,664949.46,6.76,37.98,1.82,28.24,2331411,2590457,90.0,2331411,2590457,2590457,12.0
New_Year_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-09-09,Video,Mobile,Mobile,2894263,50666,1.75,4408,3746,662,3746,662,89800.99,640904.74,7.14,31.03,1.77,20.37,2604836,2894263,90.0,2604836,2894263,2894263,16.2
New_Year_2024,Display_Placement,Display_Creative,PremiumNews.com,2024-09-09,Display,Desktop,Desktop,1172636,25202,2.15,2319,1971,348,1971,348,59685.36,390820.98,6.55,50.9,2.37,25.74,1055372,1172636,90.0,1055372,1172636,1172636,13.3
New_Year_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-09,Display,Desktop,Desktop,3134726,52819,1.68,3450,2932,518,2932,518,102089.93,565056.65,5.53,32.57,1.93,29.59,2821253,3134726,90.0,2821253,3134726,3134726,10.8
Holiday_Campaign_2024,Native_Placement,Native_Creative,Shopping.com,2024-09-10,Native,Desktop,Desktop,979361,19668,2.01,1368,1162,206,1162,206,41091.73,209783.22,5.11,41.96,2.09,30.04,881424,979361,90.0,881424,979361,979361,14.7
Holiday_Campaign_2024,Display_Placement,Display_Creative,TechReview.com,2024-09-10,Display,Mobile,Mobile,3123895,58341,1.87,3386,2878,508,2878,508,133410.82,648881.19,4.86,42.71,2.29,39.4,2811505,3123895,90.0,2811505,3123895,3123895,9.0
Holiday_Campaign_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-10,Video,Mobile,Mobile,1303493,23229,1.78,1935,1644,291,1644,291,57849.87,353658.84,6.11,44.38,2.49,29.9,1173143,1303493,90.0,1173143,1303493,1303493,13.0
Black_Friday_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-10,Display,Mobile,Mobile,1886962,34805,1.84,2905,2469,436,2469,436,67870.23,452725.45,6.67,35.97,1.95,23.36,1698265,1886962,90.0,1698265,1886962,1886962,10.5
Black_Friday_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-09-10,Video,Mobile,Mobile,3133690,79994,2.55,6294,5349,945,5349,945,138680.67,921683.77,6.65,44.25,1.73,22.03,2820321,3133690,90.0,2820321,3133690,3133690,10.4
Black_Friday_2024,Video_Placement,Video_Creative,TechReview.com,2024-09-10,Video,Desktop,Desktop,1942942,40303,2.07,2253,1915,338,1915,338,92258.94,407311.77,4.41,47.48,2.29,40.95,1748647,1942942,90.0,1748647,1942942,1942942,11.4
Cyber_Monday_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-10,Video,Desktop,Desktop,2376422,39762,1.67,2830,2405,425,2405,425,95442.89,504282.64,5.28,40.16,2.4,33.73,2138779,2376422,90.0,2138779,2376422,2376422,9.5
Cyber_Monday_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-10,Video,Mobile,Mobile,3569172,87034,2.44,6343,5391,952,5391,952,196814.9,972469.64,4.94,55.14,2.26,31.03,3212254,3569172,90.0,3212254,3569172,3569172,12.9
Cyber_Monday_2024,Native_Placement,Native_Creative,TechReview.com,2024-09-10,Native,Desktop,Desktop,2184032,60380,2.76,3351,2848,503,2848,503,120447.08,644322.07,5.35,55.15,1.99,35.94,1965628,2184032,90.0,1965628,2184032,2184032,10.4
Summer_Sale_2024,Display_Placement,Display_Creative,TechReview.com,2024-09-10,Display,Mobile,Mobile,3054829,47109,1.54,2528,2148,380,2148,380,92107.67,464377.65,5.04,30.15,1.96,36.43,2749346,3054829,90.0,2749346,3054829,3054829,9.5
Summer_Sale_2024,Video_Placement,Video_Creative,Deals.com,2024-09-10,Video,Mobile,Mobile,2146453,36780,1.71,2301,1955,346,1955,346,77330.51,369945.75,4.78,36.03,2.1,33.61,1931807,2146453,90.0,1931807,2146453,2146453,10.3
Summer_Sale_2024,Display_Placement,Display_Creative,TechReview.com,2024-09-10,Display,Desktop,Desktop,2112608,52084,2.47,3014,2561,453,2561,453,108483.65,477751.27,4.4,51.35,2.08,35.99,1901347,2112608,90.0,1901347,2112608,2112608,11.6
Back_To_School_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-09-10,Native,Mobile,Mobile,2215572,61310,2.77,3889,3305,584,3305,584,135444.56,696172.0,5.14,61.13,2.21,34.83,1994014,2215572,90.0,1994014,2215572,2215572,15.1
Back_To_School_2024,Native_Placement,Native_Creative,Deals.com,2024-09-10,Native,Desktop,Desktop,3326684,71781,2.16,6942,5900,1042,5900,1042,179129.22,1182429.93,6.6,53.85,2.5,25.8,2994015,3326684,90.0,2994015,3326684,3326684,12.8
Back_To_School_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-09-10,Video,Desktop,Desktop,1494693,30393,2.03,2501,2125,376,2125,376,64190.01,365914.49,5.7,42.95,2.11,25.67,1345223,1494693,90.0,1345223,1494693,1494693,15.1
Spring_Launch_2024,Video_Placement,Video_Creative,TechReview.com,2024-09-10,Video,Mobile,Mobile,3180286,50077,1.57,4407,3745,662,3745,662,100358.47,768436.35,7.66,31.56,2.0,22.77,2862257,3180286,90.0,2862257,3180286,3180286,12.5
Spring_Launch_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-09-10,Native,Desktop,Desktop,2891797,63435,2.19,5766,4901,865,4901,865,142991.73,954529.59,6.68,49.45,2.25,24.8,2602617,2891797,90.0,2602617,2891797,2891797,13.9
Spring_Launch_2024,Native_Placement,Native_Creative,Shopping.com,2024-09-10,Native,Mobile,Mobile,2496770,41097,1.65,2875,2443,432,2443,432,99092.32,523801.46,5.29,39.69,2.41,34.47,2247093,2496770,90.0,2247093,2496770,2496770,15.8
Valentine_Day_2024,Video_Placement,Video_Creative,TechReview.com,2024-09-10,Video,Desktop,Desktop,859513,23025,2.68,2029,1724,305,1724,305,54445.67,354994.65,6.52,63.34,2.36,26.83,773561,859513,90.0,773561,859513,859513,9.1
Valentine_Day_2024,Video_Placement,Video_Creative,Shopping.com,2024-09-10,Video,Desktop,Desktop,1918060,39861,2.08,3038,2582,456,2582,456,91753.99,531327.95,5.79,47.84,2.3,30.2,1726254,1918060,90.0,1726254,1918060,1918060,10.9
Valentine_Day_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-09-10,Display,Mobile,Mobile,1943458,32062,1.65,1690,1436,254,1436,254,64678.14,309466.89,4.78,33.28,2.02,38.27,1749112,1943458,90.0,1749112,1943458,1943458,14.9
New_Year_2024,Native_Placement,Native_Creative,Lifestyle.com,2024-09-10,Native,Mobile,Mobile,1653178,44400,2.69,2582,2194,388,2194,388,110549.29,494478.24,4.47,66.87,2.49,42.82,1487860,1653178,90.0,1487860,1653178,1653178,13.2
New_Year_2024,Display_Placement,Display_Creative,Deals.com,2024-09-10,Display,Mobile,Mobile,1600511,34243,2.14,2074,1762,312,1762,312,75604.34,319786.38,4.23,47.24,2.21,36.45,1440459,1600511,90.0,1440459,1600511,1600511,12.4
New_Year_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-10,Display,Mobile,Mobile,2256808,40171,1.78,2557,2173,384,2173,384,68472.47,462872.9,6.76,30.34,1.7,26.78,2031127,2256808,90.0,2031127,2256808,2256808,11.1
Holiday_Campaign_2024,Display_Placement,Display_Creative,Deals.com,2024-09-11,Display,Desktop,Desktop,2543498,61109,2.4,3390,2881,509,2881,509,118680.35,587859.52,4.95,46.66,1.94,35.01,2289148,2543498,90.0,2289148,2543498,2543498,15.6
Holiday_Campaign_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-11,Display,Mobile,Mobile,1894284,41794,2.21,3605,3064,541,3064,541,98415.18,690683.27,7.02,51.95,2.35,27.3,1704855,1894284,90.0,1704855,1894284,1894284,12.5
Holiday_Campaign_2024,Video_Placement,Video_Creative,Deals.com,2024-09-11,Video,Desktop,Desktop,1078526,27492,2.55,1598,1358,240,1358,240,55847.46,282109.11,5.05,51.78,2.03,34.95,970673,1078526,90.0,970673,1078526,1078526,13.9
Black_Friday_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-09-11,Native,Mobile,Mobile,1854381,33294,1.8,3218,2735,483,2735,483,60923.75,480768.38,7.89,32.85,1.83,18.93,1668942,1854381,90.0,1668942,1854381,1854381,13.7
Black_Friday_2024,Video_Placement,Video_Creative,TechReview.com,2024-09-11,Video,Desktop,Desktop,2131963,48574,2.28,3851,3273,578,3273,578,103575.66,564865.29,5.45,48.58,2.13,26.9,1918766,2131963,90.0,1918766,2131963,2131963,13.9
Black_Friday_2024,Native_Placement,Native_Creative,Shopping.com,2024-09-11,Native,Desktop,Desktop,1738904,48256,2.78,2939,2498,441,2498,441,93316.36,500357.67,5.36,53.66,1.93,31.75,1565013,1738904,90.0,1565013,1738904,1738904,12.3
Cyber_Monday_2024,Native_Placement,Native_Creative,TechReview.com,2024-09-11,Native,Desktop,Desktop,1965496,38425,1.95,2271,1930,341,1930,341,91050.9,380136.47,4.17,46.32,2.37,40.09,1768946,1965496,90.0,1768946,1965496,1965496,13.0
Cyber_Monday_2024,Native_Placement,Native_Creative,Deals.com,2024-09-11,Native,Mobile,Mobile,2457101,56504,2.3,4758,4044,714,4044,714,124799.26,753995.73,6.04,50.79,2.21,26.23,2211390,2457101,90.0,2211390,2457101,2457101,12.9
Cyber_Monday_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-11,Video,Mobile,Mobile,1627959,37724,2.32,2713,2306,407,2306,407,64625.42,493584.96,7.64,39.7,1.71,23.82,1465163,1627959,90.0,1465163,1627959,1627959,10.8
Summer_Sale_2024,Video_Placement,Video_Creative,Shopping.com,2024-09-11,Video,Mobile,Mobile,2247942,42943,1.91,4180,3553,627,3553,627,88843.87,609639.51,6.86,39.52,2.07,21.25,2023147,2247942,90.0,2023147,2247942,2247942,9.3
Summer_Sale_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-09-11,Native,Desktop,Desktop,1505688,24304,1.61,1568,1332,236,1332,236,47457.32,235475.31,4.96,31.52,1.95,30.27,1355119,1505688,90.0,1355119,1505688,1505688,12.0
Summer_Sale_2024,Video_Placement,Video_Creative,Deals.com,2024-09-11,Video,Mobile,Mobile,1503296,35777,2.38,2193,1864,329,1864,329,87573.07,374598.46,4.28,58.25,2.45,39.93,1352966,1503296,90.0,1352966,1503296,1503296,13.4
Back_To_School_2024,Video_Placement,Video_Creative,Shopping.com,2024-09-11,Video,Desktop,Desktop,1693008,38566,2.28,2663,2263,400,2263,400,94729.84,505085.38,5.33,55.95,2.46,35.57,1523707,1693008,90.0,1523707,1693008,1693008,13.5
Back_To_School_2024,Display_Placement,Display_Creative,Lifestyle.com,2024-09-11,Display,Mobile,Mobile,2467974,59005,2.39,3142,2670,472,2670,472,133978.3,482396.38,3.6,54.29,2.27,42.64,2221176,2467974,90.0,2221176,2467974,2467974,13.9
Back_To_School_2024,Native_Placement,Native_Creative,Shopping.com,2024-09-11,Native,Mobile,Mobile,857164,16718,1.95,1266,1076,190,1076,190,32764.99,227744.98,6.95,38.22,1.96,25.88,771447,857164,90.0,771447,857164,857164,12.7
Spring_Launch_2024,Video_Placement,Video_Creative,TechReview.com,2024-09-11,Video,Desktop,Desktop,3819575,76861,2.01,6531,5551,980,5551,980,183091.13,1028204.77,5.62,47.93,2.38,28.03,3437617,3819575,90.0,3437617,3819575,3819575,14.4
Spring_Launch_2024,Native_Placement,Native_Creative,Deals.com,2024-09-11,Native,Desktop,Desktop,2565337,43865,1.71,2310,1963,347,1963,347,101098.14,355736.41,3.52,39.41,2.3,43.77,2308803,2565337,90.0,2308803,2565337,2565337,9.1
Spring_Launch_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-11,Video,Desktop,Desktop,2017669,40305,2.0,3370,2864,506,2864,506,71347.35,509764.1,7.14,35.36,1.77,21.17,1815902,2017669,90.0,1815902,2017669,2017669,11.8
Valentine_Day_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-09-11,Native,Desktop,Desktop,1645821,43251,2.63,3410,2898,512,2898,512,105453.8,530617.0,5.03,64.07,2.44,30.92,1481238,1645821,90.0,1481238,1645821,1645821,13.2
Valentine_Day_2024,Video_Placement,Video_Creative,Deals.com,2024-09-11,Video,Desktop,Desktop,1918305,47920,2.5,4647,3949,698,3949,698,99345.27,759019.13,7.64,51.79,2.07,21.38,1726474,1918305,90.0,1726474,1918305,1918305,15.1
Valentine_Day_2024,Video_Placement,Video_Creative,PremiumNews.com,2024-09-11,Video,Mobile,Mobile,1017363,16164,1.59,1171,995,176,995,176,30512.02,192890.39,6.32,29.99,1.89,26.06,915626,1017363,90.0,915626,1017363,1017363,16.1
New_Year_2024,Native_Placement,Native_Creative,PremiumNews.com,2024-09-11,Native,Desktop,Desktop,1118407,27675,2.47,1764,1499,265,1499,265,53547.67,276773.21,5.17,47.88,1.93,30.36,1006566,1118407,90.0,1006566,1118407,1118407,13.0
New_Year_2024,Video_Placement,Video_Creative,Lifestyle.com,2024-09-11,Video,Mobile,Mobile,1645929,40954,2.49,3403,2892,511,2892,511,83294.97,496172.47,5.96,50.61,2.03,24.48,1481336,1645929,90.0,1481336,1645929,1645929,8.9
New_Year_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-11,Display,Mobile,Mobile,2333881,61795,2.65,4909,4172,737,4172,737,126429.26,930196.89,7.36,54.17,2.05,25.75,2100492,2333881,90.0,2100492,2333881,2333881,10.2
Holiday_Campaign_2024,Display_Placement,Display_Creative,Shopping.com,2024-09-12,Display,Desktop,Desktop,2487675,56873,2.29,3732,3172,560,3172,560,143210.68,625365.14,4.37,57.57,2.52,38.37,2238907,2487675,90.0,2238907,2487675,2487675,9.1
